sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
77949196000270,RUA AUGUSTO STRESSER,1251,80040310,HUGO LANGE,CURITIBA,PR,"-25,4172271","-49,249692"
15682367000100,RUA HONORATO BONFIM,31,44001640,CENTRO,FEIRA DE SANTANA,BA,"-12,260745","-38,963912"
8993462000240,RUA PINHEIRO AZUL,26,69099000,CIDADE NOVA,MANAUS,AM,"-3,0173284","-59,9576318"
2160968000100,RUA EMILIO POVOA,1073,73801280,CENTRO,FORMOSA,GO,"-15,5418264","-47,3451071"
12869929000130,RUA TEODORO DIAS BARRETO,9990,44572500,ANDAIA,SANTO ANTONIO DE JESUS,BA,"-12,975458","-39,2734637"
4834007000160,RUA SIQUEIRA CAMPOS,32,29400000,CENTRO,MIMOSO DO SUL,ES,"-21,0614434","-41,3633652"
10719401000150,RUA VITORIA,1115,85802020,CENTRO,CASCAVEL,PR,"-24,9646277","-53,4652424"
13069792000100,RUA MONTE VERDE,253,29167087,COLINA DE LARANJEIRAS,SERRA,ES,"-20,1879287","-40,2552315"
14173588000190,RUA PEDRO GOMES,323,33500000,TAVARES,CONFINS,MG,"-19,661703","-43,9635934"
16564030000160,RODOVIA BR 101,SN,88200000,MORRETES,TIJUCAS,SC,"-27,2268626","-48,6281449"
10426480000100,TRAVESSA ESTRADA DO CAMPINA,318,55028576,VASSOURAL,CARUARU,PE,"-8,2996222","-35,9660371"
12813369000100,AVENIDA CASTELO BRANCO,2509,69925000,CENTRO,SENADOR GUIOMARD,AC,"-10,1479684","-67,731961"
9057140000170,QR 103 CONJUNTO B,12,72503402,SANTA MARIA,BRASILIA,DF,"-15,801519","-47,860297"
7557674000130,AVENIDA IGUACU,1048,85635970,CENTRO,NOVA ESPERANCA DO SUDOESTE,PR,"-25,9035324","-53,2349997"
383770000160,AVENIDA NILO PECANHA,2006,25025000,PARQUE LAFAIETE,DUQUE DE CAXIAS,RJ,"-22,7903824","-43,3274399"
8748974000160,RUA PRINCESA ISABEL,185,76920000,JARDIM TROPICAL,OURO PRETO DO OESTE,RO,"-10,7176002","-62,2543487"
2576888000130,AREA MAPARY,SN,65455000,ZONA RURAL,PRESIDENTE VARGAS,MA,"-3,3757601","-43,981812"
15617315000150,RUA FREI VIDAL,459,63640000,CENTRO,INDEPENDENCIA,CE,"-5,3972925","-40,3076143"
97530904000160,RUA FRANCISCO MESQUITA,18,15900000,CONJUNTO RESIDENCIAL IPIRANGA,TAQUARITINGA,SP,"-21,3997708","-48,4853004"
2633076000180,ESTRADA ROLDAO DE O GAMA,SN,28030002,SAO SEBASTIAO,CAMPOS DOS GOYTACAZES,RJ,"-21,7626902","-41,3184877"
14384185000190,RUA APINAJES,628,85806140,SANTA CRUZ,CASCAVEL,PR,"-24,9583367","-53,5044226"
14952354000140,RUA RIO DE JANEIRO,514,37002255,CENTRO,VARGINHA,MG,"-21,5540285","-45,4345458"
33379330000350,RUA 7 DE SETEMBRO,1206,77610000,CENTRO,NOVO ACORDO,TO,"-9,9703238","-47,6695932"
2077222000480,RUA PEDRO CELESTINO,215,78005010,CENTRO NORTE,CUIABA,MT,"-15,595313","-56,0943228"
2594613000120,RUA FAUSTINO MOURA,136,65292000,NOVO,BOA VISTA DO GURUPI,MA,"-1,7949049","-46,3091956"
5809295001480,RUA DUQUE DE CAXIAS,281,58010820,CENTRO,JOAO PESSOA,PB,"-7,1179756","-34,8837295"
87479937000170,AVENIDA MAURICIO CARDOSO,251,96490000,CENTRO,PIRATINI,RS,"-31,4415643","-53,1054919"
3448209000100,RUA CAIOVA,639,79003150,JARDIM VENDAS,CAMPO GRANDE,MS,"-20,474884","-54,5913798"
2451604000180,RUA PARAIBA,800,39440000,SANTO ANTONIO,JANAUBA,MG,"-15,8153233","-43,3049902"
6627368000160,LOCALIDADE PERITO IRRG CURU PARAIPABA,SN,62685000,ZONA RURAL,PARAIPABA,CE,"-3,4383637","-39,1482174"
3765657000480,RUA BELCHIOR DE ATAIDE DOS SANTOS,401,54768210,CENTRO,CAMARAGIBE,PE,"-8,0212208","-34,9814307"
12934152000140,RUA GLORIA,15,45550000,GLORIA,UBATA,BA,"-14,2099791","-39,5249101"
55024475000100,EXATOR DAS LAVRAS,9,09642000,JARDIM DAS ORQUIDEAS,SAO BERNARDO DO CAMPO,SP,"-23,6898429","-46,5648481"
83031799000100,AVENIDA MARECHAL DEODORO DA FONSECA,392,89251701,CENTRO,JARAGUA DO SUL,SC,"-26,4848097","-49,0828611"
13303883000150,RUA GOMES PARENTE,164,60310450,CARLITO PAMPLONA,FORTALEZA,CE,"-3,715093","-38,5476838"
6031126000100,ALAMEDA VERONA,53,69915452,JARDIM EUROPA,RIO BRANCO,AC,"-9,9673823","-67,8460511"
15326679000180,RUA ROBSON ANTONIO MILANEZ,285,29907230,TRES BARRAS,LINHARES,ES,"-19,3777715","-40,0756411"
663416000190,RUA DAS MANGUEIRAS,476,09530740,CERAMICA,SAO CAETANO DO SUL,SP,"-23,6299517","-46,5715116"
16943744000180,RUA LUIZ VAZ DE CAMOES,2751,15015750,VILA REDENTORA,SAO JOSE DO RIO PRETO,SP,"-20,8194933","-49,3926645"
16951058000150,RUA SANTO AGOSTINHO,344,15025220,VILA NOSSA SENHORA DA PAZ,SAO JOSE DO RIO PRETO,SP,"-20,8148349","-49,3963617"
15343493000130,RUA UBALDO FERNANDES,94,59780000,CENTRO,CARAUBAS,RN,"-5,7842632","-37,5589657"
6199691000180,AVENIDA INOCENCIO SERAFICO,30,06320290,CENTRO,CARAPICUIBA,SP,"-23,521684","-46,835836"
7150564000150,RUA 19,528,69055370,PARQUE DEZ,MANAUS,AM,"-3,0834596","-60,0133403"
13292374000170,RUA ASTOR PALAMIN,166,06253160,HELENA MARIA,OSASCO,SP,"-23,4982103","-46,7960883"
11895142000180,AVENIDA RAJA GABAGLIA,1710,30441194,GUTIERREZ,BELO HORIZONTE,MG,"-19,949122","-43,9614876"
83673616000150,RUA O DE ALMEIDA,133,66630505,COMERCIO,BELEM,PA,"-1,4530924","-48,4986762"
11238504000160,PASSAGEM GAIAPOS,364,66025692,JURUNAS,BELEM,PA,"-1,4731871","-48,4773842"
7143397000110,RUA PROFESSOR SUD MENUCCI,175,17740000,CENTRO,RINOPOLIS,SP,"-21,7242554","-50,72225"
3797243000190,RUA DO FIO PASS TOYA JARINA,178B,67200000,MARITUBA,MARITUBA,PA,"-1,3603782","-48,3424868"
7390948000140,RUA SANTO ANTONIO,286,13880000,CENTRO,VARGEM GRANDE DO SUL,SP,"-21,8365724","-46,8965885"
95046660000110,AVENIDA ROCCIO,22,91510090,PARTENON,PORTO ALEGRE,RS,"-30,0637356","-51,1783467"
5075477000150,RUA 13 DE MAIO,262,13960000,CENTRO,SOCORRO,SP,"-22,5918448","-46,5284259"
15813897000140,RUA MACEDO COIMBRA,590,23052130,CAMPO GRANDE,RIO DE JANEIRO,RJ,"-22,9107801","-43,5557971"
5928629000110,RUA SAO LEOPOLDO,739A,45604230,CALIFORNIA,ITABUNA,BA,"-14,7665359","-39,2630925"
723401000170,TRECHO JOSE LOPES DA SILVA,164,64690000,MULTIRAO,FRONTEIRAS,PI,"-7,0909095","-40,6149522"
30005284000170,AVENIDA CESARIO DE MELLO,10,23065000,PACIENCIA,RIO DE JANEIRO,RJ,"-22,9139","-43,6023582"
94708328000100,LINH LAGEADINHO,SN,95780000,LAGEADINHO,MONTENEGRO,RS,"-29,6829126","-51,4684153"
6283313000180,MARGEM DA BR 101,,48030640,ALAGOINHAS VELHA,ALAGOINHAS,BA,"-12,1202708","-38,4098211"
4501161000110,RUA JUSCELINO KUBISTECHEK,985,38301034,SAO JOSE,ITUIUTABA,MG,"-18,9653759","-49,4630946"
3794316000190,AVENIDA DEPUTADO CARLOS LUZ,183A,37410000,CENTRO,TRES CORACOES,MG,"-21,696999","-45,2551627"
13225090000160,RUA MANOEL CARNEIRO RIOS,116,44655970,CENTRO,PE DE SERRA,BA,"-11,8341435","-39,6133984"
5691708000150,RUA DOUTOR ALBERTO SEABRA,1046,05452001,ALTO DE PINHEIROS,SAO PAULO,SP,"-23,5424031","-46,7065185"
5373673000100,RODOVIA DO PAPEL,,84250000,BELA VISTA,IMBAU,PR,"-24,4489357","-50,7645178"
13186802000180,RUA BENJAMIN CONSTANT,SN,84345000,BARRO PRETO,VENTANIA,PR,"-24,2444017","-50,2431846"
1154237000270,RUA 138,96,74170140,SETOR MARISTA,GOIANIA,GO,"-16,6973979","-49,261751"
4125393000110,RUA FAUSTINO FELIX BUENO,308,07600000,DISTRITO INDUSTRIAL TERRA PRETA,MAIRIPORA,SP,"-23,3179561","-46,5885175"
4817351000140,RUA SAO RAPHAEL,SN,11790000,FAZENDA SAO JOSE,PEDRO DE TOLEDO,SP,"-24,2767555","-47,2336005"
14695371000140,RUA PORTAL BEIRA RIO,564,42700000,CENTRO,LAURO DE FREITAS,BA,"-12,8820575","-38,3148204"
54667761000120,RUA CARLOS DE CAMPOS,609,18800000,CENTRO,PIRAJU,SP,"-23,1958363","-49,3838433"
84716471000190,RUA TELA,126,76807898,FLORESTA,PORTO VELHO,RO,"-8,7935275","-63,8799212"
7394828000110,RODOVIA BR 116,4860,60842395,MESSEJANA,FORTALEZA,CE,"-3,8013673","-38,5043473"
6866207000120,AVENIDA TANCREDO DE ALMEIDA NEVES,220,13561260,PARQUE SANTA MONICA,SAO CARLOS,SP,"-22,0210324","-47,9113771"
13361822000140,RUA RODOLFO B BARROS,104,42700000,LAURO DE FREITAS,LAURO DE FREITAS,BA,"-12,8963793","-38,3074863"
10435062000180,RUA MARIA JOSE TEPASSE,6,89270000,NOVA ESPERANCA,GUARAMIRIM,SC,"-26,478885","-49,0118335"
3745956000100,RUA CRISTOVAM SOUZA LEAO,137,55590000,NOSSA SENHORA DO O,IPOJUCA,PE,"-8,4428709","-35,0126636"
10875660000170,RUA ASSEMBLEIA DE DEUS,232,11500040,CENTRO,CUBATAO,SP,"-23,8839875","-46,4191088"
12647242000150,AVENIDA DOUTOR CARLOS BOTELHO,244,11930970,CENTRO,PARIQUERA ACU,SP,"-24,7194463","-47,8840766"
5122840000140,COMUNIDADE VILA SIAO CAMPINAS,SN,69400000,ZONA RURAL,MANACAPURU,AM,"-3,2941768","-60,6343946"
7455133000100,RUA LUCIANO ALVES TEIXEIRA NOGUEIRA,344,86150000,CENTRO,ALVORADA DO SUL,PR,"-22,7817871","-51,2304686"
5393508000200,RUA ALAGOAS,595,79020120,JARDIM DOS ESTADOS,CAMPO GRANDE,MS,"-20,4544098","-54,5956994"
11640666000120,RUA SANTA RITA DE CASSIA,50,06835490,JARDIM SANTO ANTONIO,EMBU DAS ARTES,SP,"-23,6723613","-46,8429096"
80897291000100,RUA PROFESSOR NEY MARQUES,98,87020300,JARDIM UNIVERSITARIO,MARINGA,PR,"-23,4078621","-51,9411472"
65300725000140,AVENIDA JOSE MODESTO DE AVILA,288A,35938970,CENTRO,BELA VISTA DE MINAS,MG,"-19,8283186","-43,0876223"
4550345000170,CHACARA 74,,79995000,RURAL,CORONEL SAPUCAIA,MS,"-23,2765696","-55,5302717"
90400888135820,AVENIDA SUMARE,1130,05016090,PERDIZES,SAO PAULO,SP,"-23,5390448","-46,6753174"
3010504000180,RUA MANHUMIRIM,22,03934100,JARDIM IMPERADOR ZONA LESTE,SAO PAULO,SP,"-23,5902164","-46,4996856"
2018001000270,AVENIDA CANDIDO DE ABREU,535,80530000,CENTRO CIVICO,CURITIBA,PR,"-25,4194603","-49,2693444"
52609492000110,RUA ANTAO DE MOURA,252,11330100,PARQUE BITARU,SAO VICENTE,SP,"-23,9692657","-46,3936705"
2347623000160,RUA SAO PAULO,SN,76600000,CENTRO,GOIAS,GO,"-15,9386291","-50,1435802"
10996494000160,AVENIDA PRESIDENTE COSTA E SILVA,190,64750000,CENTRO,PAULISTANA,PI,"-8,098947","-41,2004878"
90176421000160,RUA ARARIBOIA,292,93310350,RIO BRANCO,NOVO HAMBURGO,RS,"-29,680444","-51,1408321"
7666731000110,RUA FRANCISCO VIOLA,273,09360210,VILA NOSSA SENHORA DAS VITORIAS,MAUA,SP,"-23,6843577","-46,4558439"
4910958000170,AVENIDA PRESIDENTE TANCREDO NEVES,365,35560000,NOSSA SRA FATIMA,SANTO ANTONIO DO MONTE,MG,"-20,0895396","-45,2921937"
165026000190,AVENIDA SANTOS DUMONT,626,01101000,LUZ,SAO PAULO,SP,"-23,5232115","-46,630255"
10095621000150,RUA JOSE ALVES DE MELO,17,58853000,CENTRO,SAO DOMINGOS DE POMBAL,PB,"-6,8123091","-37,932091"
92211226000150,RUA 25,205,91220580,JARDIM LEOPOLDINA,PORTO ALEGRE,RS,"-29,9978139","-51,1898916"
51990919000100,RUA JULIO RIBEIRO,243,03010030,BRAS,SAO PAULO,SP,"-23,5370965","-46,6183088"
69107530000130,RUA EMILIO MARCONDES RIBAS,177,08551350,VILA AUREA,POA,SP,"-23,5337777","-46,3477362"
76732452000120,AVENIDA PARANA,SN,87955970,CENTRO,SAO PEDRO DO PARANA,PR,"-22,8244293","-53,2212006"
66672676000130,RUA FREI BARTOLOMEU PILAR,73,02257080,VILA CONSTANCA,SAO PAULO,SP,"-23,4729889","-46,5809195"
39250972000170,RUA QUINTINO BOCAIUVA,529,24140430,CARAMUJO,NITEROI,RJ,"-22,8870594","-43,061719"
13031077000170,AVENIDA RIACHUELO,243,09912190,CONCEICAO,DIADEMA,SP,"-23,6903962","-46,6076661"
24369506000130,AVENIDA DA INTEGRACAO,1993,59065780,CANDELARIA,NATAL,RN,"-5,7944785","-35,2109531"
10871285000190,RUA DOUTOR RODOLFO RIZZI,83,86087280,CONJUNTO FARID LIBOS,LONDRINA,PR,"-23,2801204","-51,1435073"
21805809000160,RUA QUINZE DE AGOSTO,146,38443022,SAO JOAO,ARAGUARI,MG,"-18,6389367","-48,1975179"
37504487000150,AVENIDA DUVILIO OMETTO,301,78850000,NOVO HORIZONTE,PRIMAVERA DO LESTE,MT,"-15,5425174","-54,2911406"
14115344000150,RUA MANOEL URQUIZA NOGUEIRA,1195,15690000,CENTRO,INDIAPORA,SP,"-19,9815855","-50,2966119"
6267441000130,RUA CARLOS SERGIO PUPIN,310,14300000,FRANCISCO PUPIN,BATATAIS,SP,"-20,904355","-47,5721306"
11334269000120,RUA SAO JOAO DA BOA VISTA,93,09370240,JARDIM HAYDEE,MAUA,SP,"-23,6735411","-46,4610629"
1998411000180,RUA PORTO DAS FLORES,749,36030250,SANTA LUZIA,JUIZ DE FORA,MG,"-21,7892173","-43,343888"
10391475000100,AVENIDA CORONEL TRAJANO BRANDAO,120,65690000,GUANABARA,COLINAS,MA,"-6,0270191","-44,2460922"
4745769000190,RUA MOTA COELHO,19,45200080,CENTRO,JEQUIE,BA,"-13,8627356","-40,0844937"
14046884000120,AVENIDA NOEL NUTELS,11,69095000,CIDADE NOVA,MANAUS,AM,"-3,0358709","-60,000682"
8705925000140,AVENIDA PRESIDENTE VARGAS,2244,93260048,CENTRO,ESTEIO,RS,"-29,8507517","-51,1762883"
12304442000100,TRAVESSA WE,71,67140130,CIDADE NOVA,ANANINDEUA,PA,"-1,3510045","-48,3861121"
3468033000230,RUA WALDO MACHADO DE OLIVEIRA,67,96690000,CENTRO,PANTANO GRANDE,RS,"-30,1906515","-52,3734372"
74149352000140,AVENIDA NASSIM JABUR,895,86079050,JARDIM FORTALEZA,LONDRINA,PR,"-23,2926376","-51,155344"
12392892000100,RUA SEVERINO GOMES DA SILVA,270,54762580,AREEIRO,CAMARAGIBE,PE,"-8,022916","-34,982953"
10618339000100,RUA SANTA LUZIA,369,88303573,DOM BOSCO,ITAJAI,SC,"-26,919491","-48,6806902"
13037257000160,RUA SAO VICENTE,SN,29230000,JUSTICA II,ANCHIETA,ES,"-20,814752","-40,6304829"
10276705000190,RUA IVAN MAYA DE VASCONCELOS,124,13920000,CENTRO,PEDREIRA,SP,"-22,7434731","-46,9012577"
13000626000140,AVENIDA GETULIO VARGAS,255,44245000,CENTRO,CONCEICAO DO JACUIPE,BA,"-12,3374694","-38,7728107"
13180232000110,RUA DUQUE CAXIAS,452,99165000,CENTRO,CAMARGO,RS,"-28,5877472","-52,2011653"
12141294000150,RUA TICO,71,29168380,PORTO CANOA,SERRA,ES,"-20,1545056","-40,2518185"
13597931000160,RUA FIDELIS BATISTA DE AGUIAR,468,85803420,SANTA FELICIDADE,CASCAVEL,PR,"-24,990693","-53,467178"
11087610000190,AVENIDA BARAO DO RIO BRANCO,303,89165472,CENTRO,RIO DO SUL,SC,"-27,2199243","-49,6483273"
13067057000150,RUA CANDIDO COSTA,184,95700128,CENTRO,BENTO GONCALVES,RS,"-29,1670361","-51,5191253"
15699963000100,RUA 1021,151,88330762,CENTRO,BALNEARIO CAMBORIU,SC,"-26,9930938","-48,6356285"
9657718000200,RODOVIA PERICLES BELINE,,15190000,RURAL,NHANDEARA,SP,"-20,6981087","-50,0423623"
15736210000110,RUA GIACOMO CECONELLO,49,95705020,HUMAITA,BENTO GONCALVES,RS,"-29,1667089","-51,5169861"
14009215000340,FAZENDA SAO JOAO,SN,17380000,BOM SUCESSO,BROTAS,SP,"-22,279958","-48,1255698"
8098763000390,SITIO SAO JOAO,SN,15425000,CORREGO DO COQUEIRO,EMBAUBA,SP,"-20,9800692","-48,8329084"
8253253001070,SITIO SAO LUIZ,SN,15410000,FAZENDA DOS COQUEIROS,CAJOBI,SP,"-20,8777608","-48,8067919"
15258006000130,ESTRADA DAS PALMEIRAS L,13Q,24475002,ITAUNA,SAO GONCALO,RJ,"-22,7861279","-43,0285441"
5731803000130,LOCALIDADE PATIS,SN,64180000,ZONA RURAL,ESPERANTINA,PI,"-3,8945587","-42,2342198"
13304288000130,AVENIDA ANTARTICA,380,05003020,AGUA BRANCA,SAO PAULO,SP,"-23,5269161","-46,67465"
30209985000120,RUA ABRAMO CALIMAN,73,29920000,SANTO ANTONIO,RIO BANANAL,ES,"-19,2650511","-40,3330796"
12419949000100,AVENIDA JOSE ANTONIO VIDAL JUNIOR,212,15991514,NOVA CIDADE,MATAO,SP,"-21,6245187","-48,3433451"
10731159000130,RUA VILA GUILHERME PERET,9,35400000,NOSSA SENHORA DO ROSARIO,OURO PRETO,MG,"-20,3849359","-43,5108881"
2443747000220,RUA PAULO DONIZETE MARTINS,8,29104230,NOVA ITAPARICA,VILA VELHA,ES,"-20,3477821","-40,2949528"
94286598000170,TRECHO MARIANO BORBA,35,96740000,POCO QUATRO,ARROIO DOS RATOS,RS,"-30,0857242","-51,7272255"
21555198000140,RUA MARECHAL DEODORO,209,36001970,CENTRO,JUIZ DE FORA,MG,"-21,7597208","-43,346192"
15724160000150,RUA SIQUERA DE MENESES,351,49170000,CENTRO,LARANJEIRAS,SE,"-10,8032213","-37,1696428"
7649207000130,AVENIDA ZIL BRASIL,1865,19260000,CENTRO,MIRANTE DO PARANAPANEMA,SP,"-22,2900766","-51,9059047"
12435453000120,RUA VULNERARIA,1005,05878190,PARQUE INDEPENDENCIA,SAO PAULO,SP,"-23,6886545","-46,7851571"
11882899000130,RUA ATILANO CRISOSTOMO,82,28030040,PARQUE TAMANDARE,CAMPOS DOS GOYTACAZES,RJ,"-21,760443","-41,3364629"
4162614000120,RUA SENADOR JOAO CORDEIRO,1031,62760000,CENTRO,BATURITE,CE,"-4,3334718","-38,8779126"
8412342000120,SITIO PALMITAL,SN,18940000,PALMITAL,SAO PEDRO DO TURVO,SP,"-22,7457654","-49,7432983"
12688295000110,RUA GENTIL TEODORO,331,31150640,SANTA CRUZ,BELO HORIZONTE,MG,"-19,8803407","-43,9381565"
14135955000160,RUA GUACU,123,01256040,SUMARE,SAO PAULO,SP,"-23,5467436","-46,685337"
15273852000120,RUA 7 DE SETEMBRO,859,87160970,CENTRO,MANDAGUACU,PR,"-23,3432505","-52,0959882"
12968941000100,RUA ANTONIO CARDOSO,112,89050510,PONTA AGUDA,BLUMENAU,SC,"-26,9045734","-49,0496668"
11067994000180,RODOVIA BR 376,SN,83190000,MORRO VERMELHO,TIJUCAS DO SUL,PR,"-25,9238241","-49,1783569"
1702985000160,AVENIDA REPUBLICA ARGENTINA,369,80240210,AGUA VERDE,CURITIBA,PR,"-25,4496751","-49,2876629"
14546803000150,RUA VALMIR LEITE,801,39960000,ALVORADA,JEQUITINHONHA,MG,"-16,4348287","-41,007876"
15763353000110,RUA EXPEDICIONARIOS BRASILEIROS,662,19600000,VILA GUACU,RANCHARIA,SP,"-22,2325759","-50,8920087"
6929336000110,RUA ALUISIO COIMBRA,69,09000000,JARDIM MONCOES,SANTO ANDRE,SP,"-23,691758","-46,5285601"
12304400000170,RUA LINO ESTACIO DOS SANTOS,160,94010400,ORICO,GRAVATAI,RS,"-29,9395484","-50,9900634"
93982387000100,RUA TEODORO LUIS DE CASTRO,920,94510500,VILA AUGUSTA,VIAMAO,RS,"-30,0487271","-51,084538"
13276745000120,RUA PRESIDENTE CARLOS CAVALCANTI,1157,80510040,SAO FRANCISCO,CURITIBA,PR,"-25,4249009","-49,2763113"
15344536000100,AVENIDA BRASIL,437,69945000,CENTRO,ACRELANDIA,AC,"-10,0760239","-67,0532278"
14580059000100,RUA NIGERIA,439,13207290,JARDIM BONFIGLIOLI,JUNDIAI,SP,"-23,2098086","-46,8874835"
14796102000170,AVENIDA UM SAVEIRO,117,11672333,PONTAL DE SANTA MARINA,CARAGUATATUBA,SP,"-23,6255903","-45,4241453"
15777785000180,AVENIDA PRESIDENTE VARGAS,154,85710000,CENTRO,SANTO ANTONIO DO SUDOESTE,PR,"-26,0596151","-53,7173814"
15772862000100,AVENIDA CARMINE FEOLA,1028,13469360,CATHARINA ZANAGA,AMERICANA,SP,"-22,7329759","-47,3493553"
15067056000130,RUA CORONEL TITO LEONEL,113,13770000,BELA VISTA,CACONDE,SP,"-21,5288756","-46,6436425"
15070043000110,SETOR D SUL,,72020111,TAGUATINGA,BRASILIA,DF,"-15,801519","-47,860297"
16733881000190,RUA SENADOR ROBERTO SIMONSEN,617,12906330,PARQUE BRASIL,BRAGANCA PAULISTA,SP,"-22,9369544","-46,5546186"
48296420000940,RUA ANTONIO PAIS,84,01027020,CENTRO,SAO PAULO,SP,"-23,5569954","-46,3984315"
16141210000130,LOCALIDADE SETOR A,,40000000,FAZENDA GRANDE II,SALVADOR,BA,"-12,9722184","-38,5014136"
86614757000190,AVENIDA JOVINO AUGUSTO DA SILVA,63,35180514,BROMELIAS,TIMOTEO,MG,"-19,5452527","-42,6554881"
30043947000140,RUA JOSE LOPES,156,21215430,CORDOVIL,RIO DE JANEIRO,RJ,"-22,8280349","-43,301225"
25657487000100,RUA BENJAMIM CONSTANT,726,37130000,CENTRO,ALFENAS,MG,"-21,4233992","-45,9437482"
75492181000110,AVENIDA BRASIL,2115,88330040,CENTRO,BALNEARIO CAMBORIU,SC,"-26,9919846","-48,6306856"
10730730000100,AVENIDA WASHINGTON SOARES,2565,60811341,EDSON QUEIROZ,FORTALEZA,CE,"-3,7848277","-38,4805453"
30576516000140,RUA DOM PEDRO II,71,29141260,BOA SORTE,CARIACICA,ES,"-20,2660457","-40,4218121"
69083459000100,RUA BENEDITO DAVI FILHO,15,12247440,CONJUNTO RESIDENCIAL GALO BRANCO,SAO JOSE DOS CAMPOS,SP,"-23,1420036","-45,7759881"
7733618000100,RUA PORTUGAL,72,06502370,JARDIM SAO LUIS,SANTANA DE PARNAIBA,SP,"-23,4437631","-46,9270547"
1257249000140,AVENIDA ARIO BARNABE,435,13346400,JARDIM MORADA DO SOL,INDAIATUBA,SP,"-23,1189325","-47,2287422"
8092927000100,AVENIDA JURACI MULLER,5956,76980000,NOVA VILHENA,VILHENA,RO,"-12,7350601","-60,1189321"
49831118000150,RUA DOUTOR NELSON MADUREIRA,316,03560000,VILA NHOCUNE,SAO PAULO,SP,"-23,5455088","-46,5026964"
58473257000140,RUA ANTONIO M DO VALLE,690,11680000,SILOP,UBATUBA,SP,"-23,4396657","-45,0849757"
14635015000130,AVENIDA SANTOS DUMONT,64,45807000,EUNAPOLIS,SANTA CRUZ CABRALIA,BA,"-16,2825282","-39,0236206"
3067921000160,AVENIDA ARSENIO RAMOS MARTINS,35,14150000,JARDIM D PEDRO I,SERRANA,SP,"-21,2141983","-47,5948694"
13974453000160,AVENIDA EUGENIO KRAUSE,,88385000,CENTRO,PENHA,SC,"-26,7862299","-48,6314708"
1961285000190,ESTRADA MUNICIPAL DO RIBEIRAO DO MEIO,52,13960000,ABADIA,SOCORRO,SP,"-22,5905906","-46,5282973"
1105719000150,RUA ARETI DELIGEORGE VAVAS,441,79033070,COL N S APARECIDA,CAMPO GRANDE,MS,"-20,4227582","-54,5773922"
14413130000160,RUA MATO GROSSO,666,30190920,CENTRO,BELO HORIZONTE,MG,"-19,9238336","-43,9484055"
6196227000130,AVENIDA JOAO BATISTA MEDINA,162,06840000,JARDIM MARANHAO,EMBU DAS ARTES,SP,"-23,649858","-46,8547902"
15391025000130,RUA FRANCISCO HOLANDA,830,62930000,SANTA LUZIA,LIMOEIRO DO NORTE,CE,"-5,1413315","-38,0890258"
7358621000190,RUA QUINTINO BOCAIUVA,2586,15130970,CENTRO,MIRASSOL,SP,"-20,8166949","-49,5078237"
16970341000120,RUA MAESTRO CARDIM,377,01323000,LIBERDADE,SAO PAULO,SP,"-23,5643514","-46,6410565"
11189509000140,RUA ANDRE GARBOSA FILHO,138,19640000,CONJ HABITACIONAL MARIO COVAS,IEPE,SP,"-22,6606401","-51,0783604"
14037425000180,ESTRADA DAVID CORREA,15,07144330,RECREIO SAO JORGE,GUARULHOS,SP,"-23,3997872","-46,5233133"
13310158000100,AVENIDA ELIAS ISAC,SN,75103410,SANTO ANTONIO,ANAPOLIS,GO,"-16,3462628","-48,9022292"
10902191000130,RUA F 023,,74550100,CENTRO OESTE,GOIANIA,GO,"-16,6124206","-49,3329118"
12429513000100,AVENIDA PREFEITO DULCIDIO CARDOSO,1100,22620901,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-23,0074152","-43,3228358"
12161254000170,RUA D,30,28540000,SAO LUIZ,CORDEIRO,RJ,"-22,0238132","-42,3640562"
71027692000100,RUA PEDRO NOLASCO,513,35170300,CENTRO,CORONEL FABRICIANO,MG,"-19,527351","-42,622184"
15381137000100,AVENIDA FRANCISCO MATARAZZO,1752,05001100,AGUA BRANCA,SAO PAULO,SP,"-23,5252032","-46,6792941"
9366249000190,SITIO GRAVATA,1,59255000,ZONA RURAL,SANTO ANTONIO,RN,"-6,314647","-35,4784956"
49756836000100,AVENIDA JOAO B M DE MORAES,10,06093080,JARDIM CIRINO,OSASCO,SP,"-23,5526307","-46,8046123"
20332748000280,AVENIDA GETULIO VARGAS,435,35661470,CENTRO,PARA DE MINAS,MG,"-19,8601382","-44,6076585"
5871403000120,GALERIA EPAMINONDAS BRAGA,72,36010250,CENTRO,JUIZ DE FORA,MG,"-21,7609755","-43,3479486"
7457113000160,RUA ENGENHEIRO JOAO ORTIZ,379,11680000,PRAIA GRANDE,UBATUBA,SP,"-23,4693065","-45,0700373"
15865767000150,CONJUNTO H ROSETE ANDRADE,64,57200000,DOM CONSTANTINO,PENEDO,AL,"-10,2920174","-36,5482248"
15870732000100,SITIO CABLOCO,SN,63275000,ZONA RURAL,JATI,CE,"-7,6962051","-38,9459326"
10444534000160,RUA EVANDIL BANDEIRA,SN,58037690,JARDIM OCEANIA IV,JOAO PESSOA,PB,"-7,0780109","-34,8383973"
8439030000100,RUA EDGAR PEREIRA,49,44700000,CENTRO,JACOBINA,BA,"-11,1848116","-40,5131352"
8524911000120,ESTRADA DA PETROBRAS,,08970000,DOS PINTOS,SALESOPOLIS,SP,"-23,8461111","-46,6297222"
